"FWtU1","fJrrk","fJrrk 2","FWtU1 href","Qj_9F src","LBG5d","Z_aNr","t5RmH","t5RmH 2","HaBLt","HaBLt 2","zmm9w","p7NSE src","Kh0Rn","HX987","qHfAA","W9v_K","y2ZHx","y2ZHx 2","y2ZHx 3"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=414297485&con=NEW&dam=false&isSearchRequest=true&pageNumber=38&ref=srp&refId=7ec69489-340a-e682-bcab-5bbf26c8a554&s=Car&sb=rel&searchId=7ec69489-340a-e682-bcab-5bbf26c8a554&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/03/0383d89d-f2f9-4bdc-b4b4-c91d07671872?rule=mo-160w.jpg","Volkswagen Golf","Variant R-Line 1.5 eTSI DSG KLIMA LED ALU","33.329 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/8a/8ab0e6a2-61cf-486c-9079-9a13422c53d7?rule=mo-80.jpg","09376 Oelsnitz/Erzgebirge","Autohaus Thomas Rudolph GmbH","4.8 Sterne","(103)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=417568042&con=NEW&dam=false&isSearchRequest=true&pageNumber=38&ref=srp&refId=7ec69489-340a-e682-bcab-5bbf26c8a554&s=Car&sb=rel&searchId=7ec69489-340a-e682-bcab-5bbf26c8a554&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/37/37fbaf68-491b-4c20-a446-9c53376b3bfd?rule=mo-160w.jpg","Volkswagen Polo","Style 1.0 TSI OPF 95PS DSG|Navi|IQ.Drive|Sp","31.100 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 127 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/fb/fbaaf6fb-6f3b-41b0-8cce-60f288ad7fde?rule=mo-80.jpg","74613 Öhringen","Autohaus Koch GmbH","4.8 Sterne","(13)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419973139&con=NEW&dam=false&isSearchRequest=true&pageNumber=38&ref=srp&refId=7ec69489-340a-e682-bcab-5bbf26c8a554&s=Car&sb=rel&searchId=7ec69489-340a-e682-bcab-5bbf26c8a554&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/37/37fbaf68-491b-4c20-a446-9c53376b3bfd?rule=mo-160w.jpg","Volkswagen Polo","Style 1.0 TSI OPF 95PS DSG|Navi|IQ.Drive|Sp","31.100 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 127 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/fb/fbaaf6fb-6f3b-41b0-8cce-60f288ad7fde?rule=mo-80.jpg","74613 Öhringen","Autohaus Koch GmbH","4.8 Sterne","(13)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=397839597&con=NEW&dam=false&isSearchRequest=true&pageNumber=38&ref=srp&refId=7ec69489-340a-e682-bcab-5bbf26c8a554&s=Car&sb=rel&searchId=7ec69489-340a-e682-bcab-5bbf26c8a554&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/ac/ac422e7d-d62e-464b-8871-064b48706215?rule=mo-160w.jpg","Audi A3","Sportback 30 TFSI AHK AssistenzPaket LED MMI","31.950 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 128 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/b0/b0b206cf-f86b-47a3-a5ed-2220b4f37405?rule=mo-80.jpg","09337 Bernsdorf","Autohaus Schmidt GmbH","4.9 Sterne","(142)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=418570842&con=NEW&dam=false&isSearchRequest=true&pageNumber=38&ref=srp&refId=7ec69489-340a-e682-bcab-5bbf26c8a554&s=Car&sb=rel&searchId=7ec69489-340a-e682-bcab-5bbf26c8a554&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/0c/0c0c920d-262a-4a94-a677-6c2b376ed6de?rule=mo-160w.jpg","Volkswagen Polo","1.0 R-LINE DSG PANO NAVI MATRIXLED CAM LM17","31.165 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 130 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/14/14bcecf5-2bf6-4d81-bdf8-9f13f778b836?rule=mo-80.jpg","44141 Dortmund","Volkswagen Zentrum Dortmund Hülpert VZ GmbH","3.8 Sterne","(42)","CLIMATRONIC & SITZHZG","DIGITAL COCKPIT PRO","CARPLAY & ANDROID AUTO"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=405802355&con=NEW&dam=false&isSearchRequest=true&pageNumber=38&ref=srp&refId=7ec69489-340a-e682-bcab-5bbf26c8a554&s=Car&sb=rel&searchId=7ec69489-340a-e682-bcab-5bbf26c8a554&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/5b/5bd4c8ce-8bee-43bf-a830-e589e8837a5c?rule=mo-160w.jpg","Volkswagen Polo","VI 1.0 TSI R-Line TRAVELASS RÜCKFAHRKAM","31.168 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 131 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/fe/feb81717-6594-422c-9e09-5be93bf77f3f?rule=mo-80.jpg","14770 Brandenburg","Autohaus Mothor GmbH Skoda & Volkswagen Vertragshändler","4.8 Sterne","(160)","IQ.DRIVE","RÜCKFAHRKAM",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=414316974&con=NEW&dam=false&isSearchRequest=true&pageNumber=38&ref=srp&refId=7ec69489-340a-e682-bcab-5bbf26c8a554&s=Car&sb=rel&searchId=7ec69489-340a-e682-bcab-5bbf26c8a554&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/1c/1ca67dcb-170a-406d-958f-d55abe4d889c?rule=mo-160w.jpg","Volkswagen Polo","1.0 TSI R-Line Navi*RFK*LED*DigitalCockpit","25.990 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 127 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/5f/5fbd148f-dcd0-4469-a74a-fd9dcd3b50e5?rule=mo-80.jpg","97688 Bad Kissingen","Gelder & Sorg Schweinfurt GmbH & Co. KG","5 Sterne","(8)","www.avemo-group.de","20.000 Autos abrufbar","gratis FZ-Bewertung"
"","Suche speichern","38","","","","","","","Speichere diese Suche und lass Dich benachrichtigen, wenn neue Angebote eingestellt werden.","","","","","","","","","",""
"Neu","Suche speichern","Weitere Filter","","","","","","","","","","","","","","","","",""
"Versicherung ab 10,25 € mtl.","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419833552&action=eyeCatcher&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/35/35d75903-36e6-43bd-a36d-1deaea3282fd?rule=mo-160w.jpg","Volkswagen Polo","VI Goal 1.0TSI DSG Goal RKAM Navi ACC Totwi","25.987 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 122 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/0d/0d6f231e-2915-4a3c-abb5-47b2276d16b0?rule=mo-80.jpg","86911 Dießen am Ammersee","Autohaus Schürer GmbH & Co. KG VW-Händler","4.5 Sterne","(15)","Kein Reimport/ Deutsch","Finanzierung möglich","ohne Anzahl 245 Lease"
"Versicherung ab 9,17 € mtl.","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419810510&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/51/51a3a4e3-247d-46cb-a1b5-d6f0eba9e982?rule=mo-160w.jpg","Volkswagen Golf","VIII 1.5 eTSI Goal *NAVI*PDC*LED*SITZH*","33.399 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,3 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/9f/9f92c3ba-795d-41e3-a97b-515b7ab42d7d?rule=mo-80.jpg","88299 Leutkirch","Autohaus Seitz GmbH Niederlassung Leutkirch","3.9 Sterne","(5)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419306872&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/49/496180f8-1100-4769-9dba-ac96b86113e9?rule=mo-160w.jpg","Volkswagen Polo","1.0 TSI Life NAVI WINTERRÄDER LED SITZHZG","25.970 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,2 l/100km (komb.) • 118 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/23/23a6d6c6-e4d8-4901-b22d-d3c422f9b008?rule=mo-80.jpg","58453 Witten","WH Autozentrum Witten/Hattingen GmbH","4.5 Sterne","(19)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=410572834&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/00/00617128-2508-4c52-b4f6-81f8624863ad?rule=mo-160w.jpg","Volkswagen Taigo","GOAL 1.0 TSI 195,- mtl. WR NAVI TravelAss","25.989 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 123 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/9b/9bd17a49-3a21-4f45-a10b-890e85c17ad2?rule=mo-80.jpg","32805 Horn-Bad Meinberg","Kurt Stricker GmbH & Co. KG","4.4 Sterne","(142)","Navi / ACC","Winterräder","Fernlichtassist"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=410573001&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/00/00617128-2508-4c52-b4f6-81f8624863ad?rule=mo-160w.jpg","Volkswagen Taigo","GOAL 1.0 TSI 195,- mtl. WR NAVI TravelAss","25.989 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 123 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/9b/9bd17a49-3a21-4f45-a10b-890e85c17ad2?rule=mo-80.jpg","32805 Horn-Bad Meinberg","Kurt Stricker GmbH & Co. KG","4.4 Sterne","(142)","Navi","Winterräder","Travel Assist"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=420207647&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/20/208a9074-8ba7-4d54-abdb-5a99c14753cd?rule=mo-160w.jpg","Volkswagen T-Cross","1.0 TSI DSG Neu Mod.  LED 17"" Kamera","25.990 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/44/44ee8df1-e496-414f-a07a-6a4a3eaac770?rule=mo-80.jpg","70437 Stuttgart-Zuffenhausen","Autohaus Marquardt Service GmbH","4.7 Sterne","(96)","Navi über App Connect","Kamera+ Verkehr","Autom.+Alu 17"""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419226842&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/2b/2bcdcdb7-c9ff-4d1e-b93c-3ba08b2f5d08?rule=mo-160w.jpg","Volkswagen T-Cross","1.0 GOAL DSG NAVI AHK CAM SITZHZG LM17","31.235 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,9 l/100km (komb.) • 134 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/7d/7da5ae53-8438-4f04-b92d-d8fdbbd211da?rule=mo-80.jpg","59192 Bergkamen","Volkswagen Zentrum Bergkamen Hülpert SK GmbH","4 Sterne","(66)","ALLWETTERREIFEN","DACHHIMMEL IN SCHWARZ","CARPLAY & ANDROID AUTO"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419579145&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/d8/d8a292e6-5439-4ae7-bf95-3c0ec990b3ea?rule=mo-160w.jpg","Volkswagen T-Cross","1.0 TSI ACC Kamera SH R2D Alu","25.980 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","6,0 l/100km (komb.) • 136 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/82/8231376d-6545-4586-8a3d-41a1f0e7ff0a?rule=mo-80.jpg","90411 Nürnberg","EU Neuwagen Verkauf KH GmbH & CoKG","4.9 Sterne","(42)","5 Jahre Garantie","ACC Abstandstempomat","Keyless"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=409785006&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/2d/2d301f82-1b3e-4ff8-933a-35f20e2c1bd4?rule=mo-160w.jpg","Volkswagen Polo","GOAL 1.0 l TSI OPF DSG","25.980 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 122 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/88/888c6067-27b9-4e29-8cb7-68e366bd73b9?rule=mo-80.jpg","51645 Gummersbach","Richard Stein GmbH & Co. KG","4.5 Sterne","(21)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=406421835&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/4f/4f0d0ac8-d076-44ab-9d62-600eee0ba501?rule=mo-160w.jpg","Volkswagen Tiguan","""Edition"" (3) PREISGARANTIE* & LIEFERU...","34.395 €","¹","• 96 kW (131 PS) • Benzin","Neuwagen","6,1 l/100km (komb.) • 139 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/92/92e42422-5484-4c0f-a7e1-7010ab9ef1dd?rule=mo-80.jpg","52538 Selfkant-Tüddern","Automobilhandel von der Forst GmbH","4.5 Sterne","(12)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=418559311&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/4a/4a84d25c-7a3e-4deb-b3d4-8efa7c4534d4?rule=mo-160w.jpg","Volkswagen T-Cross","Life 1.0 TSI DSG KAMERA+SHZ+KLIMAAUTO","25.950 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,9 l/100km (komb.) • 134 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/d0/d0f6f751-1bee-4e91-b5f7-760e2c1989af?rule=mo-80.jpg","57392 Schmallenberg","Autohaus Gierse & Schöllmann","4.5 Sterne","(26)","Scheiben abgedunkelt","CarPlay / AndroidAuto","Leichtmetallfelgen"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=421063676&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/af/afb6ca16-ab1c-4677-981e-9b845a6a34b9?rule=mo-160w.jpg","Volkswagen Golf","VIII R-Line 1,5 eTSI DSG 18 Zoll Navi LED A","30.990 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","6,1 l/100km (komb.) • 138 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","","66620 Nonnweiler","Birtel & Fehr GmbH Automobile","4.6 Sterne","(9)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=417203783&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/15/15564cfd-0194-4ad1-8df7-cc9bb75621db?rule=mo-160w.jpg","Volkswagen T-Cross","Style 1.0 TSI DSG*LED*Design-P.*Navi*KAM","31.266 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,8 l/100km (komb.) • 133 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/67/6775f71b-5226-4034-af50-9ffc82a85885?rule=mo-80.jpg","99817 Eisenach","Autohaus Göthling GmbH","4.4 Sterne","(10)","www.avemo-group.de","20.000 Autos abrufbar","gratis FZ-Bewertung"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=398641398&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/4f/4f34edc4-bfd6-4873-8ae3-3fc83ddda2ef?rule=mo-160w.jpg","Volkswagen Taigo","R-Line 1.0 TSI BlackStyle*RFK*Navi*ACC","31.270 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 131 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/57/577b8b6b-9c3c-4b4a-bef8-49f4f1b1f43c?rule=mo-80.jpg","95448 Bayreuth","Motor-Nützel Vertriebs-GmbH","4.8 Sterne","(6)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=403390517&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/c0/c0605c76-37f9-4de4-98b3-875c8a810e6c?rule=mo-160w.jpg","Volkswagen T-Cross","GOAL 1.0 TSI ACC*IQ.Light*Navi*RFK*","31.270 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,9 l/100km (komb.) • 135 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/57/577b8b6b-9c3c-4b4a-bef8-49f4f1b1f43c?rule=mo-80.jpg","95448 Bayreuth","Motor-Nützel Vertriebs-GmbH","4.8 Sterne","(6)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=403857985&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/95/9520c6e2-c0b7-45f8-84fd-2adf5099bbde?rule=mo-160w.jpg","Volkswagen T-Cross","GOAL 1.0 TSI ACC*IQ.Light*Navi*AHK*RFK*","31.270 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,9 l/100km (komb.) • 135 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/57/577b8b6b-9c3c-4b4a-bef8-49f4f1b1f43c?rule=mo-80.jpg","95448 Bayreuth","Motor-Nützel Vertriebs-GmbH","4.8 Sterne","(6)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=408155393&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/61/6131d9d2-7a30-4871-9345-6237c2f2bfd6?rule=mo-160w.jpg","Volkswagen Golf","1.5 eTSI DSG Goal / AHZV","33.425 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,2 l/100km (komb.) • 118 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/ce/ceb71b8e-9dd4-4d5a-80f1-87241fb0789c?rule=mo-80.jpg","01662 Meißen","Autohaus Lassotta GmbH","4.8 Sterne","(28)","Anhängevorrichtung","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=415204070&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/50/501367c6-561f-49a6-8c70-24162ecf4191?rule=mo-160w.jpg","Audi A3","Sportback 30 TFSI S-tronic AHK SHZ PDC Navi","32.111 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 122 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/22/22f3e936-db00-4dc8-a37d-3c1724783de3?rule=mo-80.jpg","92442 Wackersdorf","Maschek Automobile GmbH & Co. KG","4.4 Sterne","(47)","Statt UPE 40.625,-","%% Aktionspreis !! %%","Leasing möglich"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=421398011&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/2a/2a139646-9d3e-4d5d-bcf3-7d00eb8430c7?rule=mo-160w.jpg","Volkswagen T-Roc","MOVE 1.5 TSI DSG Navi*Rüfakam*IQ.Drive*ACC","31.370 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","6,5 l/100km (komb.) • 146 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/57/577b8b6b-9c3c-4b4a-bef8-49f4f1b1f43c?rule=mo-80.jpg","95448 Bayreuth","Motor-Nützel Vertriebs-GmbH","4.8 Sterne","(6)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=397769398&action=eyeCatcher&con=NEW&dam=false&isSearchRequest=true&pageNumber=39&ref=srp&refId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&s=Car&sb=rel&searchId=973d0a75-91d2-aa5b-96a3-e246e4e7121d&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/a6/a6b87ade-aa03-49d3-a93e-04d74d28b8f4?rule=mo-160w.jpg","Volkswagen Golf","VIII 1.5 TSI GOAL IQ LIGHT RÜFA NAVI SHZ AP","33.490 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,8 l/100km (komb.) • 133 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/51/5157edaa-7c58-4f32-b73a-975524e31d38?rule=mo-80.jpg","55743 Idar-Oberstein","Autohaus Nahetal GmbH & Co KG","4.8 Sterne","(81)","Rückfahrkamera","",""
"","Suche speichern","39","","","","","","","Speichere diese Suche und lass Dich benachrichtigen, wenn neue Angebote eingestellt werden.","","","","","","","","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=396931670&action=eyeCatcher&con=NEW&dam=false&isSearchRequest=true&pageNumber=40&ref=srp&refId=6b9b4b9e-6f3a-b60d-07ca-5e7100f5943f&s=Car&sb=rel&searchId=6b9b4b9e-6f3a-b60d-07ca-5e7100f5943f&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/21/21c338d7-8c63-4fcb-9fca-f0d60fde4e26?rule=mo-160w.jpg","Volkswagen Golf","VIII 1.5 TSI  GOAL IQ LIGHT RÜFA NAVI SHZ A","33.490 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,8 l/100km (komb.) • 133 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/51/5157edaa-7c58-4f32-b73a-975524e31d38?rule=mo-80.jpg","55743 Idar-Oberstein","Autohaus Nahetal GmbH & Co KG","4.8 Sterne","(81)","Apple CarPlay","",""
